,artist,song,text,explicit_label
39731,Kelly Clarkson,The Day We Fell Apart,"Let's go      What happened to the man who used to take me straight into misery   I want you back and now I must admit it shames me   How could this be?   Tell me what's this desperation   'Cause I don't recognize, he's changed   I think I made a bad mistake      'Cause once I ran away   I love you since the day, the day I broke your heart   It's more than I could take   I love you since the day, the day we fell apart   Now everything is coming undone   'Cause you were the chance I can't afford to waste   I love you since the day, the day we fell apart      I must admit the grass is so much greener on the other side   Since you left I noticed now you're so much meaner   And it's something I think I like   Tell me what's this desperation   'Cause I don't recognize, he's changed   I think I made a bad mistake      'Cause once I ran away   I love you since the day, the day I broke your heart   It's more than I could take   I love you since the day, the day we fell apart   Now everything is coming under   'Cause you were the chance I can't afford to waste   I love you since the day, the day we fell apart      I made a bad mistake   Used to pray for space   Drowning you one more time   And mend my wicked ways      'Cause once I ran away   I love you since the day, the day I broke your heart   It's more than I could take   I love you since the day, the day we fell apart   Now everything is coming under (coming under)   'Cause you were the chance I can't afford to waste   I love you since the day, the day we fell apart   The day we fell apart  ",FALSE
39230,Justin Timberlake,My Love,"If I wrote you a symphony   Just to say how much you mean to me (What would you do)   If I told you you were beautiful   Would you date me on the regular (Tell me would you)   Well baby I've been around the world   But I ain't seen myself another girl (Like you)   This ring here represents my heart   But there's just one thing I need from you (Saying I do)      [Chorus]   Because, I can see us holding hands   Walking on the beach our toes in the sand   I can see us on the country side   Sitting in the grass laying side by side   You can be my baby   Let me make you my lady, girl you amaze me   Ain't gotta do nothin crazy   See all I want you to do is be my love (So don't give away)   My love (So don't give away)   My love (So don't give away)   Ain't another woman that could take your spot   My love (So don't give away)   My love (So don't give away)   My love (So don't give away)   Ain't another woman that could take your spot   My love, my love, my love, my love      Now If I wrote you a love note   And made you smile with every word I wrote (What would you do)   Would that make you wanna change your scene   And wanna be the one on my team (Tell me would you)   See what's the point in waiting anymore   Cause girl I've never been more sure (That baby it's you)   This ring here represents my heart   And everything that you been waiting for (Just saying I do)      [Chorus]      It's time to get it JT   I don't what she hesitatin' for man      Shorty, cool as a fan on the move once again   But he still has fam from Peru to Japan   Listen baby, I don't wanna ruin your plan   But if you got a man, try to lose him if you can   Cause the girls really wild, throw they hands up high   When you wanna come kick it wit a stand up guy   You don't really wanna let the chance go by   Cause you ain't seen wit a man so fly   Friends so fly I can go fly private, cause I handle mine   B.I., they call me candle guy, simply cause I am on fire   I hate to have to cancel my vacation so you can't deny   I'm patient, but I ain't gonna try, you don't come, I ain't gonna die   Hold up, what you mean, you can't go, why?   Me and your boyfriend, we ain't no tie   You say you wanna kick it, when I ain't so high   Baby, it's obvious that I ain't your guy   Ain't gonna lie, I feel your space   But forget your face, I swear I will   Same mark, same bullet anywhere I chill   Just bring wit me any pair, I will      [Chorus]  ",FALSE
38499,Johnny Cash,Further On Up The Road,"Where the road is dark and the seed is sowed   Where the gun is cocked and the bullet's cold   Where the miles are marked in the blood and gold   I'll meet you further on up the road      Got on my dead man's suit and my smilin' skull ring   My lucky graveyard boots and song to sing   I got a song to sing, keep me out of the cold   And I'll meet you further on up the road.      Further on up the road   Further on up the road   Where the way dark and the night is cold   One sunny mornin' we'll rise I know   And I'll meet you further on up the road.      Now I been out in the desert, just doin' my time   Searchin' through the dust, lookin' for a sign   If there's a light up ahead well brother I don't know   But I got this fever burnin' in my soul   So let's take the good times as they go   And I'll meet you further on up the road      Further on up the road [Repeat: x4]      One sunny mornin' we'll rise I know   And I'll meet you further on up the road   One sunny mornin' we'll rise I know   And I'll meet you further on up the road.  ",FALSE
28035,Cliff Richard,A Little In Love,"It's been so long   You say you've had fun   And you've been happy with the things you've done   Now you feel strange and a little unreal   Well I can understand the way you feel   You're just a little in love   (Just a little)   You're just a little in love   (Just a little)      Well I can see what's happening to you   You fell in love but it's just not true   And there's one thing you ought to know   I need you so I'm just a little in love   (Just a little)   I'm just a little in love   (Just a little)      You know sometimes you look somewhere   You're not stone   But there's no one there   No one to turn to   No one to see the way you're feeling   A-just like me   Just a little in love   (Just a little)   You're just a little in love   (Just a little)      You say you're willing to learn   You need a friend   A friend who will help you      'cause you're just a little in love   Oh yeah a little in love   You are a little in love   With someone you just like to see   Like me, you're in love   Oh yeah, a little in love   You're in love  ",FALSE
2492,Cheap Trick,The House Is Rockin',"Words and music by tom petersson and rick nielsen      I know, you know something's wrong,   Still, I gotta go home.   He knows, she knows,   Shut all the doors and lock all the windows.   Heavy, heavy, heavy troubles,   The house is rockin', still, I gotta go in.   Can't find the words 'cause they're so damned tough, actin' like fools that can't get enough.   Troubles yeah, I can't explain what I can't see.   Oh boy, oh boy, the house is rockin', the house is rockin'.   Oh, boy, oh boy, non-stop, day and night, ev'ry day, ev'ry night.   Oh boy, oh boy, the house is rockin', the house is rockin'.   Oh boy, can't stop the fightin', no.      He said, she said something's wrong,   Still, they're livin' at home.   We heard, we heard, sounded like the end of the world.   Heavy, heavy, heavy troubles, the house is rockin',   Still, I gotta go in.   Can't find the words 'cause they're so damned tough, actin' like fools that can't get enough.   Troubles yeah, I can't explain what I can't see.      Oh boy, oh boy, the house is rockin', the house is rockin'.   Oh, boy, oh boy, non-stop, day and night, ev'ry day, ev'ry night.   Oh boy, oh boy, the house is rockin', the house is rockin'.   Oh boy, oh boy can't stop the fightin', no.      I know, you know my world is in a spin,   You wanna come on in?   He said, she said it's bad for the children,   He went and bought a gun.   Heavy, heavy, heavy, problems, yeah.      The house is rockin', still, I gotta go in.   Oh boy, oh boy, the house is rockin', the house is rockin'.   Oh, boy, oh boy, non-stop, day and night, ev'ry day, ev'ry night.   Oh boy, oh boy, the house is rockin', the house is rockin'.   Oh boy, oh boy can't stop the fightin', no.   Oh boy, oh boy.   Oh boy, oh boy.  ",FALSE
25181,Bette Midler,On A Slow Boat To China,"Hey, nice piano playin', Manilla   Thank you, Miss M   Whatcha doin' these days?   Makin' records      Really?   Yes, really   Do you still play piano for people?   Well, depends on who      Hmm, I'm gonna get you   On a slow boat to China   All to myself alone      Get you and keep you   In my arms evermore   Leave all the others   Waitin' on a faraway shore      Out on the briny   Where the moon's   Big and shiny   Meltin' your heart of stone      I'm gonna get you   On a slow boat to China   All to myself alone      Bette, I didn't know   You felt that way about me   I don't, I need a piano player   Ah, just like the old days   You're not gonna change keys   On me are yah? Uh huh, oh      I'm gonna get you   (You're never gonna get me)   On a slow boat to China   (Not in a fast or slow boat at any crick)   All to myself alone   (I just get motion sick)      I'm gonna make you mine   (Ha, you'll have to stand in line)   Get you and keep you   In my band evermore   (Now there's a new attack)      Leave all the others on the shore   (For me they'd swim to China)   (To China and back)      Out on the briny   (I wouldn't like the ocean)   Where the moon's big and shiny   (Not even in a rowboat)      Melting your heart of stone   Come on what do yah say?   (You always get your way)      I'm gonna get you   On a slow boat to China   All to myself alone, together   All to myself alone  ",FALSE
50887,Rihanna,Lemme Get That,"[chorus:]   I got a house, but I need new furniture   Why spend mine when I could spend yours?   The truth is I will love you the same   But why complain when you buying gucci, babe?      You might see me in the spot   Ya boy think I'm hot   So I came up in here to get what you got   I'm hot like the block   Uh huh, you like that   Know you wanna bite that   Uh huh, yeah, right there   They love the young girl   They wanna give it to me   Wish I was in a flick   And I ain't talking movies   If ya young, if ya hot, girl   Shake what ya got, girl   I keep 'em singing...      [Bridge:]   (Lemme get that, huh)   (What you got up in them jeans? Put it on me, or get lonely)   Lemme get that (huh)   (You know, five-car garages, name on your bank account, all day massages)   (Lemme hit that, huh)   (I wanna put it on blast)   (Lemme get that, huh)   Better slow down 'for I make you crash, boy   Got what you want, baby, got what you need   But we can't proceed   Unless you got that for me      [Chorus]      I'm a put you on the spot   Keep the sheet in knots   I bought me a Benz   You buy me the yacht   A girl need a lot   The girl need some stocks   Bonds is what I got, bonds is what I got (Ya get it?)   They love the young girl   They wanna give it to me   Wish I was in a flick   And I ain't talking movies   If ya young, if ya hot, girl   Shake what ya got, girl   I keep 'em singing...      [Bridge]      [Chorus]      Oh, oh, oh   Boy, I know you want my love   Oh, oh, oh   Nothing is free in this world   Oh, oh, oh   Unless my love is your love   Oh, oh, oh   I'm not a gold digger      [Bridge]      [Chorus]  ",FALSE
29937,Dolly Parton,Daddy's Moonshine Still,"Folks say my daddy wasn't much of a man   For disobeying the laws of the land   Folks say that my daddy wasn't fit to kill   Oh and I know it was true what the people said   Cause we'd all've been better of dead   Than to live a life of shame and strife   Cause of daddy's moonshine still   My mama was always sweet and kind   But she grew old before her time   Worryin' about the way we had to live   Yeah my daddy put the wrinkles in my mama's face   He drunk his share of all he made   And just one more reason I grew to hate   My daddy's moonshine still   Chorus:   Daddy's moonshine still was good for nothin'   But to break mama's heart   And to tear our home apart   Make our lives a livin' hell   Them old mason jars that daddy made us wash   And set them out to sun on our back porch   'Til he got ready to take 'em up on the hill   And when daddy got word of the revenue   He made us kids help hide his brew   Made us swear that we never knew   About daddy's moonshine still   Yeah and two of my brothers drove across the state line   Once a week with a load of moonshine   And the wounds that came from that won't ever heal   Cause on a moonshine run one rainy night   My two brothers lost their lives   And oh my god how I despise   My daddy's moonshine still   Repeat Chorus   Well it broke mama's heart but she understood   The day that I left home for good   But I had to find me another way to live   Well I sent mama money nearly every day   And how I made it, well I'd rather not say   But at least it took me far away   From daddy's moonshine still   My bootlegging daddy was known quite well   And he made our home a livin' hell   And I ain't forgot it and I know that I never will   My mama finally died she just gave up   And daddy finally died from drinkin' that stuff   And bad memories haunt the rest of us   From daddy's moonshine still   Repeat Chorus    ",FALSE
15494,Pat Benatar,You Better Run,"Whatcha' tryin' a do to my heart?   Whatcha' tryin' a do to my heart?   You go around tellin' lies   And now you want to compromise   Whatcha' tryin' a do to my heart?   You Better Run! You Better Hide!   You better leave from my sight! Yeah      Whatcha' tryin' a do to my soul?   Whatcha' tryin' a do to my soul?   Well everything I had was yours   And now I'm closin' all the doors   Whatcha' tryin' a do to my soul?      You Better Run! You Better Hide!   You better leave from my sight! Yeah      I love you oh, I love you so   Can't you see it? Don't you know?   I can't stand your alibis   Your tellin' lies, you drive me wild! Yeah      I said, what are ya tryin' a do to my head?   Said, whatcha' tryin' a do to my head?   Well now I've gotta draw the line   Cause you ain't gonna take my mind!   What are ya tryin' a do to my head?      You Better Run! You Better Hide!   You better leave from my sight!   You Better Run! You Better Hide!   You better leave from my sight!   Let me go! Yeah      I said go away, and leave me alone!   I can't stand you no more!  ",FALSE
26734,Cake,Tougher Than It Is,Well there is no such thing as you   It doesn't matter what you do   The more you try to qualify   The more it all will pass you by   Some people like to make life a little tougher than it is   Some people like to make life a little tougher than it is      Well the more you try to shave the cat   The more the thing will bite and scratch   Its best I think to leave its fur   And to listen to its silky purr   Some people like to make life a little tougher than it is   Some people like to make life a little tougher than it is      Well there is no such thing as you   It doesn't matter what you do   The more you try to qualify   The more it all will pass you by   Some people like to make life a little tougher than it is   Some people like to make life a little tougher than it is   Some people like to make life a little tougher than it is  ,FALSE
42592,Manowar,Manowar,"We met on English ground   in a backstage room   We heard the sound   And we all knew what we had to do      We called the high command   Requested leave to make a stand   And in the field we grew   And we all knew      Soon the time would come   For us to fight,   Destination   now in sight      Oooh, Manowar   Born to live forever more   The right to conquer every shore   Hold your ground and give no more      Our fight will never end   So we called on partisans   To raise your hands   And take our stand      Look sharp   when duty calls   Where we march   cities fall   And the strong survive   And take our side  ",FALSE
53276,Tina Turner,All The Woman,"Can't you see, this is me   Can't you see, this is me      Don't walk crowded streets   Choose every dream from a magazine stand   I don't buy into that   All-day TV shows   Sell their souls just to make living easy   I don't buy into that   I don't need satin and lace, no no no   I'll bring a smile to your face      I'll never be a fire but I will be the flame   I'll never be a diamond but I'll never be fake, no   I've never been a winner but I still play the game   Can't you see that this is me   I'm all the woman that I want to be      Can't you see, this is me (a woman)   Can't you see, this is me      Good times can't get enough   Life can be tough but it's all for a reason   I sure buy into that   Life goes around and around   We seek what we found 'cause it's all an illusion   I sure buy into that   I know the waters of fate, yeah, yeah   Will keep on flowing my way      I'll never be a fire but I will be the flame   I'll never be a diamond but I'll never be fake, no no   I've never been a winner but I still play the game   Baby can't you see that this is me   I'm all the woman that I want      I've never been affraid of myself   I don't buy into that, I don't buy into that   I don't want to be nobody else   I don't buy into that, I don't buy into that, I don't buy into that      I'll never be a fire but I will be the flame (be the flame)   I'll never be a diamond but I'll never be fake (oh no no no)   I've never been a winner but I still play the game   Baby baby can't you see that this is me   I'm all the woman that I want (all I want to be)   I'll never be a fire but I will be the flame (be the flame)   I'll never be a diamond but I'll never be fake (oh no no no)   I've never been a winner but I still play the game   Can't you see this is me   And I'm all the woman that I want to be  ",FALSE
36353,Ian Hunter,All American Alien Boy,"I packed my bags - in the land of rags   'Cause I don't believe in them dimmo drags   Don't want to vote for the left wing - don't want to vote for the right   I gotta have both-to make me fly      Just a whitey from Blighty - heading out west   Got my little green card an' my bulletproof vest   Goin' to old tube city - where the buzz is the best   On down the line (down the line) down the line (down the line)      Well I was born (on the line) an' I was raised (on the line)   I was schooled (on the line) an' I was fazed (on the line)   An' I was used (on the line) an' I was dazed (on the line)   Just had to split (off the line) 'cause I was crazed (off the line)      An' I remember all the good times - me 'n Miller enjoyed   Up and down the M1 in some luminous yo-yo toy   But the future has to change - and to change I've got to destroy   Oh look out Lennon here I come - land ahoy-hoy-hoy      All American Alien Boy All American Alien Boy   Don't look down put your feet on the ground don't drown in the big aquarium   Don't walk slow - put on a big show - shove your meat down vegetarians   Don't get slugged, get mugged, get bugged, or they'll sling you in the jug   Shove you under some rug, give you some drug - pull out the plug and then...      And they're telling me this hamburger's cheaper than the other   An' this television's cheaper than the other   And they're selling me hotdogs cheaper than the other   An' these pizzas cheaper than the other   And I don't understand all this - I'm just an All American Alien Boy      An' they're telling me rifles are shot in Connecticut   They're telling me pistols are shot in Westchester   You can get a Saturday Night Special on Flatbush, on the Bowery, or the Bronx      Or on 42nd Street - And I don't understand all this - being an All American Alien Boy   I've got sodium nitrate rotting in my guts   My head's full of ulcers I got lungs full of butts   My heart wants a transplant - it thinks that I'm nuts   My luggage won't open - my eyes won't shut   An' I'm beginning to dig all this - being an All American Alien Boy      And your women are always right (alright)   They always know so much more   'Cause the women came from heaven   An' the men came outta some store   An' they don't know who they are and they don't know what they're for      I'm an All American Alien Boy - look out Mary Tyler Moore   All American Alien Boy      Ten Bears, Two Bears, Standing Bear, Plenty Bear,   Old Bear, Brave Bear, Hollow Horn Bear   Silver Knife, Spotted Tail, Yellow Hand, Red Cloud,   Red Fox, Red Horse, Black Kettle,   White Ghost, White Bull, White Thunder, White Hog,   Hold on a minute gotta frog in my throat   Cochise, Alchise, Roman Nose, Geronimo - hold on a minute - more to go   Sitting Bull, Tall Bull, Crazy Horse and Short Bull,   Low Dog, Red Dog, Yellow Wolf, Low Wolf   Loco, Victorio, Chato, Little Crow, Dead Eyes, Jak, Taza an' Colorow   My mouth's exploding that's enough of this noise   I guess we're all - All American Alien Boys.  ",FALSE
13498,Natalie Cole,Starting Over Again,"And, when I hold you in my arms I promise you   You're gonna feel a love that's beautiful and new   This time I'll love you even better   Than I ever did before   And you'll be in my heart forever more      We, we're just too young to know   We fell in love and let it go   So easy to say the words goodbye   So hard to let the feeling die      I know how much I need you now   The time is turning back somehow   As soon as our hearts and souls unite   I know for sure we'll get the feeling right      [Chorus]   And now we're starting over again   It's not the easiest thing to do   I'm feeling inside again   ""Cause every time I look at you   I know we're starting over again   This time we'll love all the pain away   Welcome home my lover and friend   We are starting over, over again      If we never lived alone   Then we might have never known   All of the time we spent apart   All we did was break each other's hearts      And when I hold you in my arms I promise you   You're gonna feel a love that's beautiful and new   This time I'll love you even better   Than I ever did before   And you'll be in my heart forevermore      [Chorus]      And now we're starting over again   This time we'll chase all the rain away   Welcome home my lover and friend   We are starting over, over again   We are starting over, over again  ",FALSE
37454,James Taylor,The Frozen Man,"Last thing I remember   Is the freezing cold water   Reaching up just to swallow me whole.   Ice in the rigging and howling wind,      Shock to my body   As we tumbled in, mercy from God.   My brothers and the others   Are lost at sea,      I alone am returned to tell thee.   Hidden in ice for a century to walk   The world again, Lord have mercy   On the frozen man.      Next words that were spoken to me,   Nurse asked me what my name might be.   She was all in white   At the foot of my bed,      I said angel of mercy   I'm alive or am I dead?   My name is William James McPhee,   I was born in 1843.      Raised in Liverpool by the sea   But that ain't who I am,   Lord have mercy   On the frozen man.      It took a lot of money   To start my heart,   To peg my leg and to buy my eye.   The newspapers call me      The state of the art,   And the children,   When they see me, cry.   I thought it would be nice      Just to visit my grave,   See what kind of tombstone I might have.   I saw my wife and my daughter   And it seemed so strange,      Both of them dead and gone   From extreme old age.   See here, when I die   Make sure I'm gone,      Don't leave 'em nothing to work on.   You can raise your arm,   You can wiggle your hand,   Not unlike myself,      And you can wave goodbye   To the frozen man.      I know what it means   To freeze to death,   To lose a little life   With every breath.      To say goodbye to   Life on earth   And come around again,   Lord have mercy      On the frozen man,   Lord have mercy   On the frozen man.  ",FALSE
15676,Pearl Jam,Glorified G,"Got a gun fact I got two   That's O.K. man 'cause I love god   Glorified version of a pellet gun   Feels so manly when armed   Glorified version of a pellet gun      Double think dumb is strength   Never shot at a living thing   Glorified version of a pellet gun   Feels so manly when armed   Glorified version of a pellet gun   Glorified version of a      Always keep it loaded   Kindred to be an American   Life comes, I can feel your heart,   Ooh, life comes, I can feel your heart through your neck,   Life comes, I can feel your heart through your neck,   Life comes, I can steal your heart form your neck,      Glorified, glorified  ",FALSE
50365,Ray Charles,Ray's Blues,"Well, have you ever woke up in the morning sometimes   Just about the break of day   Well, have you ever woke up in the morning sometimes   Just about the break of day      Reach over and feel the pillow, baby   Where your sweet man used to lay      Well baby, it's so lonesome by myself   Well, it's so lonesome, baby, just sleeping all by myself   Well, I don't want nobody but my baby   Shouting, my baby's loving somebody else      Oh baby, won't you please hear my plea?   Hallelujah, I said, oh, oh baby, won't you please hear my plea?   Well, wherever you may be, darling   Bring your fine self home to me  ",FALSE
29486,Demi Lovato,What To Do,"Tell me what to do, ooh, about you   I already know,   I can see it in your eyes when you's tellin' the truth   'Cause it's been a long time comin'   So where you runnin' to?   Tell me what to do, oohh, about you      You've got your way of speaking   Even the air you're breathin'   You could be anything   But you don't know what to believe in   You got the world before you   If I could only show you   That you don't know what to do      Tell me what to do, ooh, about you   Somethin' on your mind,   Baby all of the time, you can ming on a room   This day has been a long time comin'   I say it's nothing new   So tell me what to do, ooh, about you      You've got your way of speaking   Even the air you're breathin'   You could be anything   But you don't know what to believe in   You got the world before you   If I could only show you   That you don't know what to do      You think about it   Can you ever change, finish what you've started   Make me wanna stay, tied up conversation   Show me something real, find out what your part is   Play it how you feel      Tell me what to do, ooh, about you   Is there any way, anything I can say, won't break us in two   'Cause it's been a long time comin'   I can't stop lovin' you, yeah   Tell me what to do, ooh, about you      You've got your way of speaking   Even the air you're breathin'   You could be anything   But you don't know what to believe in   You got the world before you   If I could only show you   That you don't know what to do      (You've got your way of speaking)   (Even the air you're breathin')   You could be anything   But you don't know what to believe in   (You got the world before you) World before you   (If I could only show you) Show you   That you don't know what to do  ",FALSE
10177,Keith Green,Don't You Wish You Had The Answers,"Look out your window, see the earth.   Where did it come from, who gave it birth.   Where did it come from, where will it go, where will it go?   Don't you wish you had the answers, well, I know.   See how the rain falls, who made the sky?   It's never ending, and you wonder why.   Where did it come from, where will it go, where will it go?   Don't you wish you had the answers, well I know.   Just look out past the stars, look to the one who put them there.   He, he made them all, and he gave them to us to share.   Yes he made them all, and he's gonna take them all back someday.   Don't you just wonder, what lies ahead?   There's peace in knowing, what jesus said.   Where did you come from? where will you go, where will you go?   Don't you wish you had the answers?   Don't you wish you had the answers?   Don't you wish you had the answers?   Well, I know.  ",FALSE
43964,Michael W. Smith,There Is Always A Song,"I don't know how to breathe   I don't know how to leave You   I don't know what to say   And who am I to say it anyway?      But there is always a song   And I'll try to sing along over You   I can hear it being sung   All of Heaven sings along over You      I hardly know Your name   I didn't come to save You   Your smile just broke my heart   Now You're in my heart   I know You'll never leave me      But there is always a song   And I'll try to sing along over You   I can hear it being sung   All of Heaven sings along over You      But there is always a song   And I'll try to sing along over You      Sing, sing like you've never sung   Sing for your joy to come   Sing, sing like you've never sung   Sing of my joy to come      There is always a song   And I'll try to sing along over You   I can hear it being sung   All of Heaven sings along over You      There is always a song   And I'll try to sing along over You   There is always a song   And I'll try to sing along over You   Always for You  ",FALSE
26051,Bob Seger,Shinin' Brightly,"Well, it's shinin' brightly   It's lookin' pretty right   From the early morning   Till real real late at night   It's lookin'pretty good today   The dark clouds are rollin' away   Oh and it's shinin' brightly   And I think it's gonna be okay      Well, it's startin' to feet good again   You and me   Startin'to feel real good lady   Just the way it used to be   Futures lookin' good at last   Rough times are all in the post   Oh and it's shinin' brightly   And I think it's gonna last   I think it's gonna last   Oh yeah      Well, it's shinin' brightly   I don't think there's too much doubt   This time baby   I think we got it all worked out   Lookin' pretty good today   The dark clouds are rollin' away   And it's shinin' brightly   I think we're on our way   Its a nice change   Feeling pretty good at last   Rough times are all in the post   Oh, and it's shinin' brightly   I think it's gonna last   Oh, it's gonna be okay   Okay  ",FALSE
8935,Jackson Browne,YOUR BRIGHT BABY BLUES,"I'm sitting down by the highway   Down by that highway side   Everybody's going somewhere   Riding just as fast as they can ride   I guess they've got a lot to do   Before they can rest assured   Their lives are justified   Pray to God for me baby   He can let me slide      'Cause I've been up and down this highway   Far as my eyes can see   No matter how fast I run   I can never seem to get away from me   No matter where I am   I can't help feeling I'm just a day away   From where I want to be   Now I'm running home baby   Like a river to the sea      Baby if you can see me   Out across this wilderness   There's just one thing   I was hoping you might guess   Baby you can free me   All in the power of your sweet tenderness      I can see it in your eyes   You've got those bright baby blues   You don't see what you've got to gain   But you don't like to lose   You watch yourself from the sidelines   Like your life is a game you don't mind playing   To keep yourself amused   I don't mean to be cruel baby   But you're looking confused      Baby if you can hear me   Turn down your radio   There's just one thing   I want you to know   When you've been near me   I've felt the love stirring in my soul      It's so hard to come by   That feeling of peace   This friend of mine said   ""Close your eyes, and try a few of these""   I thought I flying like a bird   So far above my sorrow   But when I looked down   I was standing on my knees   Now I need someone to help me   Someone to help me please      Baby if you need me   Like I know I need you   There's just one thing   I'll ask you to do   Take my hand and lead me   To the hole in your garden wall   And pull me through  ",FALSE
33942,George Strait,Neon Row,You've been out again tonight   With the girls out on the town   But in those magic neon lights   I know exactly what you found   What about your home?   And the man who loves you so   Is it worth the thrill you feel down on neon row      If you're lonely then your easy   Them good ol' boys just pick and choose   And lonely women are in season   A one night stand's an all night lose   And all those lonely high-heeled ladies   Are always putting on a show   But in the morning putting on coffee   And putting back on the clothes they wore the night before   To neon row      Girl I can't hold you back   Not one day longer   If my love ain't strong enough   To keep you home   Just start the fire   To burn the bridges   And maybe some night will lead in the magic light   Down on neon row      If you're lonely then your easy   Them good ol' boys just pick and choose   And lonely women are in season   A one night stand's an all night lose   And all those lonely high-heeled ladies   Are always putting on a show   But in the morning putting on coffee   And putting back on the clothes they wore the night before   To neon row      And putting back on the clothes they wore the night before   To neon row  ,FALSE
16785,Radiohead,Everything In Its Right Place,Everything   Everything   Everything   Everything      In its right place   In its right place   In its right place   In its right place      Yesterday I woke up sucking on a lemon   Yesterday I woke up sucking on a lemon   Yesterday I woke up sucking on a lemon   Yesterday I woke up sucking on a lemon      Everything   Everything   Everything      In its right place   In its right place   In its right place   Right place      There are two colors in my head   There are two colors in my head   What is that you tried to say   What is that you tried to say      Tried to say   Tried to say   Tried to say   Tried to say   Tried to say      Everything   Everything   Everything  ,FALSE
25211,Bill Withers,Another Day To Run,"If you don't look into your mind and find out   what you're running from   tomorrow might just be another day to run   If you just sit and waste your time you'll be   going where you're coming from (think about that)   tomorrow might be just another day to run   Someone must control your mind   you're the one   dark confusion's what you find when you run.   I don't want to waste your time but I'm talking   to you like a son   Tomorrow might be just another day to run   Walking down the road of life looking for direction sometimes   my mind gets so mixed up I can't tell lust from affection   Gonna stop in to a roadside church and get my mind a rest   and Lord Jesus, help me get my soul together in the process   Pretty ladies stand in line waiting for inspection   ragged old men drinking wine trying to drown rejection   I've been wasting too much time, I'm going to lose my   mind unless, Lord Jesus   You help me get my soul together in the process   I see Tony Jr. fill up his arm with dope and dream   about a valley but he lives in an alley   filled with papers thrown away -- Lord tell me   He's long on dreams and short on hope and sometimes   he goes to rallies and stops by to see Sally just   to pass the time away   Lord tell me Tony tell me why do you want to get high   enough to die.    ",FALSE
17133,Ray Boltz,Let's Begin Again,I can still remember   When we said our wedding vows   We gave the Lord our hearts and our home   But lately we've been so busy   It's changing us somehow   I wonder if that's why we feel alone   Chorus:   Let's begin again   Trust in Him and not our feelings   Let's leave the loneliness behind   Take my hand and then   We can find a new beginning   Let's begin again   While there's still time   Jesus made a promise   If two of us agree   The Father up above would hear our prayer   He is still the healer   Of hurting families   And there is hope as long as He is there   Repeat chorus twice  ,FALSE
9333,Jimmy Buffett,I Wave Bye Bye,Just outside the harbour   All the ships is asleep   Baby one cool watch me   Walks the lonely beach   And way out on the water   The ship is under sail   baby where the star light   and the dreamer in her trill      I'll wave bye bye   I pray God speak   I wish you lovely weather   More luck than you and me   You'll only sail in circles   So there's no need to cry   Oh I see you again one day   And then I'll wave bye bye      The sailing ship reminds me of a certain girl   Who left a certain dreamer to sail into her world   Our very friendly postcard from very far away   But they just remind me of a certain day      When I'll wave bye bye   I pray God speak   I wish you lovely weather   More luck than you and me   We only sail in circles   So there's no need to cry   Oh I see you again one day   And then I'll wave bye bye   Bye bye  ,FALSE
48871,Poison,Little Willy,"North side, east side   Little Willy, Willy wears the crown, he's the king around town   Dancing, glancing   Willy drives them silly with his star shoe shimmy shuffle down   Way past one, and feeling alright   'Cause with little Willy round they can last all night   Hey down, stay down, stay down, down   'Cause      [Chorus:]   Little Willy, Willy won't go home   But you can't push Willy round   Willy won't go, try tellin' everybody but, oh no   Little Willy, Willy won't go home      Up town, down town   Little Willy, Willy drives them wild with his runaround style   Inside, outside   Willy sends them silly with his star-shine shimmy shuffle smile   Mama done chase Willy down the hall   But laugh, Willy laugh, he don't care at all   Hey down, stay down, stay down, down   'Cause      [Chorus]      Little Willy, Willy won't   Willy won't, Willy won't   Little Willy, Willy won't   Willy won't, Willy won't   Little Willy, Willy won't   Willy won't, Willy won't   Little Willy, Willy won't   Willy won't, Willy won't      [Chorus x2]  ",FALSE
9468,John Martyn,Fairy Tale Lullaby,"If you want to ride a rainbow, come with me   And I will take you to the magic purple sea   And maybe we will find a thousand sugar fish   When you eat them they will grant your every wish   And if you want your friends to come   Then bring them all along   If you want to catch a star then walk my way   I will take you where the night is always day   You can follow me if you really try   Maybe we will find a rainbow to teach it to fly   I will take you through the magic dancing wood   And I will take you where the goblins are all good   I will take you where the elfs and pixies do sing   And I will take you round the magic fairy ring   Bow your head and let your eyelids close on down   Where we're going you won't need to bring your frown   You will find that all the things that I have said   Will come true when you are lying in your bed  ",FALSE
