,artist,song,text,explicit_label
41656,Lil Wayne,Hoes,"[Chorus: x2]   Hoes!   Lets just talk about hoes!   Can we talk about hoes hoes!      Lets go      You got to talk like a pimp whats good mommy   You knew better you threw better who better than   That nigga with the crisp, white tee icy white sneaks   Jeans to a better you do better gettin' yo ass   Out off up in that coupe bitch, see your ass on that new   Leather and re-coupe bitch,   Its only me you bitch on our way to the stoop.   I'm that Birdman junior   You ain't know and don't give me that silly bullshit about you ain't hoe.   I move ya to my city put yo ass in ya 1-0.   I have ya lookin' pretty hit ave and get the doe.   And Gucci don't fit you like it's suppose to be in pictures,   I computer love baby Wayne ya change your image.   You need Weezy them other boys just gimmicks.   Me I'm just game, green and straight physics is you wit it   Yeah I ain't even tryin to hit it.   I ma get it once its time to get it.   Lets talk about      [Chorus]      I got this rat name Shelly that loves Makaveli   Number 5 combo meals its bad she K-Y jelly.   Our   Old school shorty still drinkin' 40's.   Grab the mic start a fight, fuck up the whole party.   Maybe you should leave,   Just yo weave, thats Velcro hell no bitch go wit Steve.   Got this lead singer bitch from a popular group   I would say her name but she bought me a coupe.   Got this poor hoe Shonna swear like Marijuana she dig Lil Wayne   But she love the Big Tymers,   Got pretty girl Patrice   Found out I'm fuckin' her niece   She tried to stab her so I grab her and we call the police.   Mr. Officer, that bitch den lost it bra she goin' to jail oh well,   I be fuckin' her, see two dikes, Spanish twins   Nuts press on they chin, will we go belly low well nigga that depends      [Chorus]      I got old school bitches and new school hoes   Female basketball players with cornrows and I don't   Like short haired girls no not really   If I do she got to look like the old Halle Berry   Or the broke Toni Braxton or first Lil' Kim   But I still take hood rats and work with them.   I put yo ass in a jag and I got jerk ya quick.   Give ya ass a Lil' game if you smerk you in,   I am pimp not a simp like ice in my drink   And I don't think twice or blink   Cause I'm focus   Rollin in the whitest mink like I'm polar bear yeah let down my hair   Get jazzy on a bitch like Fred Astaire   Rose gold in her face get'em red as glare   My Bentley plum my Mercedes pear.   I am lookin' for a freak momma take me there, yeah      [Chorus: x3]  ",TRUE
12692,Megadeth,502,"""Pull over, shithead, this is the cops!""   Full tank, pockets lined with cash   Full throttle, gonna rip some ass.   Drive all day and through the night,   Romance the road, winding left to right.   The stars above guide me, the moonlight is free.   A feeling inside me and the whole world to see.   Driving fast makes me feel good,   The speed of light trapped under my hood.   Breaking laws 'cause there's nothing to do.   Driving the interstate, stopped for a 502.   Hundreds of miles rolled off today.   Signs lose their meanings, minutes tick away.   Dirt roads to interstates, I must have drove them all.   Cigarettes and burgers, caffeine and alcohol.   Drive until daybreak, always on the go.   Life on the freeway, night shift 'til dawn patrol.   Driving fast makes me feel good,   The speed of light trapped under my hood.   Breaking laws 'cause there's nothing to do.   Driving the interstate, stopped for a 502.   Stopped for a 502, next time it's gonna be you.   Stars above guide me   This feeling inside me   I drive until daybreak.   Life on the freeway is Hell.   I'm coming through    ",TRUE
36964,Insane Clown Posse,House Of Mirrors,"""Ladies and gentlemen the house of mirrors   For just one bet venture through this wonderful exhibit   See yourself in all the weird shapes and sizes   You young man would you like to go into the house of mirrors   Well okay   Have a good time son   And good luck finding your way out   Wait a minute I don't like it in here   Hey wait a minute let me out of here   Let there's dead bodies in here   There's dead bodies in here   I don't like it in here!!!""      Step inside, come my way   This here is your fatal day   You have lied, they have cried   Now your life has been denied   Look into the big mirror   Your reflection is so clear   Devil's head, rotting flesh   With the snakes inside your chest   In the mirror you can't hide   You've been granted Jacob's lide   Whipping fear, spinning pain   All you crying is in vain   You're the beast you never knew   This reflects the things you do   Others starving down the block   Richie's heart is like a rock   How can I make a law?   I'm just here to break your jaw   House of Glass, down and up   You might get your ass cut   Mirror of Life, Mirror of Pain   Death, I wave my magic cain   Your last words are those of fear   But they go unheard in the House of Mirrors      [Chorus x2]   Mirror mirror on the wall   Who's the wickedest of all   Three blind mice, deepest fear   Welcome to the House of Mirrors      Magic wand, magic mirror   Timeless clock says death is near   Death is here, death is on   My king bishop takes your pawn   You can't break House of Mirrors   That's bad luck for seven years   Only in my wicked realm   Of thee untold, now unfold   Thinking back, what you do   Buy a richie home or two   Even though some down and out   You keep what you could live without   You're the beast you never knew   This reflects the things you do   Others starving down the block   Richie's heart is like a rock   First I grab, then I stab   Cut you up into a slab   Grind and twist, flick my wrist   Toss you in the magic mist   Look into Halls of Glass   Every mirror shows the past   With no love you kick the sin of face   Now your place is in the House of Mirrors      [Chorus x2]      Three blind mice, your worst fear   Look into the deadly mirror      Welcome to the House of Mirrors, Mr. Exec   You should explain to E why ICP should let you live   As you look on I see this image in your reflection   A bigot under cover, showing no affections   To the ghettos and the hoods   Just look at you, you think for us, you're too good   Claiming all you got and you can die tomorrow   And when that shit happens, there's no pinion, no sorrow   'Cause you refuse to lift a hand   And you know it's a blessing to help a brother man stand   And if I were you I'd fear myself   Knowing I was selfish and wouldn't let another near my wealth   You just gotta let em fall   You Violent J, ""what up"", bash that head against the wall   And don't let him run for the door (where you goin, bitch?)   Make him detour to the sore   And let's wash away his bigot sins   While we welcome in some more of his bigot ass friends   And let them see what they really like   Hand-high riding the Benz and I'm a clown-riding the bike   So look closely in the mirror   You're the beast you never knew, so be the next to volunteer   To live in the hood with the ICP   Yo, J, throw away the key to the House of Mirrors      [Chorus x2]  ",TRUE
57530,Yung Joc,Hear Me Coming,"[Chorus x2]   All the hoes lose they mind when they see me stunting   Dope Boys lose they mind when they hear me coming   All the haters get to running when they hear that choppa drumming, Blllluuupp, blllluup bumping      [Yung Joc]   Y'all ready know, ya ain't even gotta wonder   I was voted number one rapper to drop this summer   A one hit wonder, how the hell ya figure that?   My rhymes like crack, fiends screaming, ""Gimmie that!""   I'm being like a monkey, and that '73 dope   Need a desert eagle, reefer smelling like a skunk   Got a bitch named Judy, with a real big booty   Blue star keep a nigga riding cuji   If it's a problem, I suggest you let it go   Got some killas over there, more hellan than the lord   I beat the block up   You can hear me when I'm coming   If it's a problem then the choppers start drumming, drumming      [Chorus x2]      My niggas flip birds   Your niggas flip burgers   My niggas got work   Your niggas just workers   My niggas, we get heard   Your niggas is unheard of   My niggas murder   Your niggas get murdered   My niggas win niggas   Your niggas get drenched   My niggas play the field   Your niggas ride bench   My niggas is quarterbacks   Your niggas just receive   With a single flinch boy, your niggas retreat   My niggas take the coke and they let the shit cook   Your niggas experiment with dope and get hooked   Now ain't that something, let the story get told   As the plot thickens and the script unfolds      [Chorus x2]      I get back around three   We can do it more again   Message to them hater middle finger to the wind   Let my chain swang, with a limp in my walk   Baby hush ya mouth, respect a pimp when he talk   Everybody know that I do it for the hood   Help feed the hungry, now my homies all good   Word on the street, Joc got the heat   Suede on the seat, 28's on the feet   Two bottle of Crys, baby go on spend money   When ya add it up now I'm drinking red money   My wrist gone froze   Make em jump out of they clothes   Go ahead drink tonight, 'cause tomorrow you gotta go      [Chorus x2]      Ha ha ha, nigga   Rookie of the year, play ya position nigga, ya'll fuck boys stop ya husstling, ya'll niggas know how we do it.   Ya'll know what it is.   All the way from the motherfucking west side to the south side nigga.   ML king, Fabora, Four-five, the whole Four block, Three-tweny.   What's up Koolaide? Yeeaahh.   Rest in peace my nigga Steve, Chris Terry, Lil' Mike, Black Horace, we gonna take it to the motherfucking south side nigga.   College Park! Ya know what I'm talking about. Born and raised, Shady P nigga. What it is.   I see ya out there Tony V. Carl Moe, what up nigga? Fresh stat from college park. I see ya nigga. Ain't nothing but love, ya'll know how we do it. Yung Joc! Block entertainment. Bitch! Shorty Slick, where ya at? Ya up next nigga. And I'm outta here.  ",TRUE
36546,Iggy Pop,Wild America,"One night out in l.a.   I met a Mexicana   With a butchy girlfriend   Who I thought was a man   They took me to the alley   To have a little chat   People lined the corner   Doin' this and that   In wild America      Now I 'm in a black car   With my Mexicana   She's got methedrine but   I want marijuana   I don 't want to drive home   Not in my condition   So I ask my friend Matt   To handle the ignition   In wild America   Exterminate the brutes      Yeah   Yeah   Yeah   Yeah   Well I mean I like it here...do you have anything you' d like to say to America?   I'd just like to say at this point that I' m 24 hour, 7 day a week, 365 day a year American)      I was glad that Debbie   Had a sense of humor   This time of the morning   I tend to get gloomy   She laughed and said ""iggy,   You have got a biggy!""   I had no reply   So I just closed my eyes   In wild America   Exterminate the brutes   They're goin' wild   Goin' wild   They' re goin' wild   They' re goin' wild baby   They got all kinds of fuckin' stuff   They got everything you could imagine   They' re so god dammed spoiled   They' re poisoned inside   They Judge a man by what he's got   And they wanta have more and more   More power, more freedom   Taller kids, longer lives   Everything, bigger houses, slaves, whoa  ",TRUE
57044,Xzibit,Break Yourself,"[Xzibit]   Last but not least we off the leash   The Art of War reach for your masterpiece   Feel the release from the phantom bangs you   Snatched off put you in a frame and hang you   Comin at you niggas from a different angle   Arch Angel choke hold and strangled   Kay Slay the game turn the tables   Get cables, I'm Kane you Abel   Start bullshit, conflicts, labels   Man handled, murder, mangled   Life support cut short we hold court   In the street make a nigga sleep six feet deep   Fuck piece bare back doggystyle   Cement ya feet and hold ya down   Throw you off the bridge and watch you drown   Last one to laugh its over now      [Hook]   We'll trade ya six and pancake ya loan   Break ya bitch and take ya doe   Shake ya Crys and take it whoa   Layin down the whole dance floor   (Break yourself right now)   Open bar free drinks this way   Walkin the West, possin the South   Coke can put these in ya mouth   Hands up jack the whole crowd   (Break yourself right now)      [Xzibit]   Break crash from ya ass so don't rush to bust   Bitches die, cry, and lust for us   Damn it feel good to be platinum plus   Don't fuck wit us cuzz we dangerous   Hold fans like fiends on Angel Dust   Clean get aways I get out the cuffs   Coast like a sailor you fuckin fucks   I done hand it hard to keep in touch   Don't pop the Crys I pop the clutch   Pop one to ya mouth cuzz you talk too much   Way in over ya head you get played   Left holdin the bag like John Forte   Built for this all work no play here to stay   The rest get blown away   Built for this all work no play here to stay   The rest get blown away   see'mon      [Hook]   [Xzibit]   Neva seen heard felt befo   want to rumble wit us just start the show   Fill up the chamber let me go   Out of town before the shells hit the floor   Duck tape ski mask professional   Fuck why'all, why'all homosexual   Hangin on my dick like testicle   Pop you disappear, ""Where did he go?""   Pop up some where in Mexico   Rotate relate respect the flow   Hospital bed you vegetable   Can't walk can't talk lettin you know   We hit the hardest ask ya ho, at my show   Seen her in the front row   To the back stage in there she blow   There she blew   Then send her back to you (hello)      [Hook] - 3X  ",TRUE
22042,Ying Yang Twins,Grey Goose,"   Ayyy yup   [Intro 2X: D-Roc]   y'all niggaz ain't crunk   y'all niggaz don't bump   y'all can't blow out the trunk   y'all niggaz ain't crunk   [Chorus: Kaine - 2X]   If you don't give a fuck   Put yo middle fingaz up   ain't no cool-aid in my cup   Gimme that Grey Goose (that grey goose)   [Verse 1: Kaine]   This here for my alcoholics   What's that drink grey goose they call it   A big ol glass wit a bird on the bottle   A nigga want to get more drunker so he swallow   Back up, buy two coronas, you'll tell an ugly bitch in tha club you want her   Gonna drink mo liquor than a drunk, get crunk   Til a nigga breath smell like skunk (Hanh!!)   [D-Roc]   Drankin everyday like gasoline in the car, you can find me at the bar   Or the liquor stoe, to get some mo grey goose so I can wet my throat   Walk up in the store, grey goose right there   How much that is, let me get that there   Put yo middle finga up if you don't give a fuck   Tilt yo head back, now finish the cup   [Chorus]   [D-Roc]   285 sip 75, 75, south on 75 to the turnpike (x2)   [Kaine]   Take that trip to the bottom, bottom (x2)   Just take that trip to the bottom, bottom   Take that trip to the bottom, bottom   [Verse 2: Kaine]   Alcohol seepin outta your pores   Smellin like a liquor bearer steady talkin to whores   Say that nigga so drunk, he'll fuck the floor (fuck the floor) fuck the floor   When the day start a liquor in tank   That nigga can't get a bitch, its like he ready to fight   But the goose got him loose so he don't give a fuck   He just whip it to the bar to get another cup   [D-Roc]   I drink grey goose, call me the ugly duckling   You ain't put in on this, you ain't drankin nothin   I drink by my goddamn self   Ima get drunk by my goddamn self   Turn up the bottle, drink it cowboy style   Sweatin like a motherfucker buck ass wild   Put your middle finger up, if you don't give a fuck   Tilt ya head back, now finish the cup   [Chorus] - 2X   [Verse 3: Kaine]   G, gotta grab a bottle of that sheeit   are, right back at it with my click   E, everybody drunk then a motherfucker   why, y'all stay drunk than a motherfucker   [D-Roc]   G, mean that ya gotta be grown   O, ya gotta put a cup on y'all   O, outrageously drunk   S, see I got something in my cup   E, everybody gettin fucked up   [Kaine]   But buddy on tha floor torn up   Of that goose get ya loose, and known to fuck up a crew x2   If you, If give a fuck now   If you give a fuck, give a fuck now   If you, give a fuck, give a fuck now   [Chorus] - until fade  ",TRUE
45987,Nine Inch Nails,Sunspots,"Sunspots cast a glare in my eyes   Sometimes I forget I'm alive   I feel it coming and I've gotta get out of it's way   I hear it calling and I come cause I can't disobey   I should not listen and I shouldn't believe   But I do, yes I do      She turns me on   She makes it real   I have to to apologize   For the way I feel      My life it seems has taken a turn   Why, in the name of God, would I ever want to return      Peel off our skin, we're gonna burn what we were to the ground   Fuck in the fire and we'll spread all the ashes around   I want to kill away the rest of what's left   And I do, yes I do      She turns me on   She makes it real   I have to to apologize   For the way I feel      And nothing can stop me now   There is nothing to fear   And everything that ever was   Is inside us here      Whoa, whoa, whoa   Inside us here      Now I just stare into the sun   And I see everything I've done   I think I could've been someone   But I can't stop what has begun   When everything's been said and done   And there is no place left to run   I think I have to be someone   Now I just stare into the sun  ",TRUE
18567,Slayer,Jihad,"I have witnessed your death   I've see it many times   Your tortured screams   Your decrypted little mind   A father's son   With pathetic eyes that bleed   Twins in the end   Begin and let the brothers fall      I will see you burned alive   Screaming for your God   I will watch you die again for him      God won't touch what I've done   He cries upon my feet   A privilege pain   Beneath buried are your dead   On splintered bones I walk   Sifting through the blood   Besieged in fear   Await the coming of the God      I will watch you die again for him      Blood is raining downward   The stain reflects the sun   Conquer divide within   Terrorize the mind   I have seen the end it's yours   Rosary in hand   Your selfish flesh it melts   Spilling from the sky      I will see you burn alive   Screaming for your God   I will watch you die      This is God's War   God's War   This is God's War   God's War      War of holy principles   I'm seeking God's help in your destruction   Slit the throat of heaven man   And let his blood dilute the water   Bury your dead      Fuck your God erase his name   A lady weeps insanewith sorrow   I'll take his tower from the world   You're fuckin' raped upon your deathbed      This is God's War   God's War   This is God's War   God's War   Fucking Holy War      Be optimistic, happy and calm   Show no fear or anxiety   Smile at the face of God   And your reward will be eternity   Holy warriors   Your patience will be justified   Everything is for him   You must not comfort the animal before you kill it   Strike as champions at the heart of the nonbelievers   Strike above the neck and at all extremities   For it's a point of no return for almighty God   God will give victory to his faithful servant   When you reach ground zero you will have killed the enemy   The great Satan  ",TRUE
17375,Red Hot Chili Peppers,Tearjerker,My mouth fell open   Hoping that the truth   Would not be true   Refuse the news      I'm feeling sick now   What the fuck am I   Supposed to do   Just loose and loose      First time I saw you   You were sitting   Backstage in a dress   A perfect mess      You never knew this   But I wanted badly for you to   Requite my love      [Chorus]   Left on the floor   Leaving your body   When highs are the lows   And lows are the way   So hard to stay   Guess now you know   I love you so.      I liked your whiskers   And I liked the   Dimple in your chin   Your pale blue eyes      You painted pictures   'Cause the one   Who hurts   Can give so much   You gave me such      [Chorus]  ,TRUE
43034,Marilyn Manson,Slutgarden,"I'll pretend that I want you for what is on the inside   But when I get inside I'll just want to get out   I'm your first and last deposit through sickness and in hell   I'll never you promise you a garden, you'll just water me down      I can't believe that you are for real   I don't care as long as you're mine      When I said ""we"" you know I meant ""me""   And when I said ""sweet"" I meant ""dirty""   When I said ""we"" you know I meant ""me""   And when I said ""sweet"" I meant ""dirty""      I'm unsafe   I'm unsafe   I won't regret   So I memorize the words to the porno movies   It's the only thing I want to believe   I memorize the words to the porno movies   This is a new religion to me   I'm a VCR funeral, a definite waste   My smile's a chainlink fence, that I have put up   I love the enemy, my love is the enemy   They say they don't want fame   But they get famous when we fuck      When I said ""we"" you know I meant ""me""   And when I said ""sweet"" I meant ""dirty""   When I said ""we"" you know I meant ""me""   And when I said ""sweet"" I meant ""dirty""      I'm unsafe   I'm unsafe   I won't regret   So I memorize the words to the porno movies   It's the only thing I want to believe   I memorize the words to the porno movies   This is a new religion to me      I never believed the devil was real   But God couldn't make someone filthy as you      When I said ""we"" you know I meant ""me""   And when I said ""sweet"" I meant ""dirty""   When I said ""we"" you know I meant ""me""   And when I said ""sweet"" I meant ""dirty""   When I said ""we"" you know I meant ""me""   And when I said ""sweet"" I meant ""dirty""   When I said ""we"" you know I meant ""me""   And when I said ""sweet"" I meant ""dirty""      You are the church, and I am the steeple   When we fuck, we are all God's people   You are the church, and I am the steeple   When we fuck, we are all God's people  ",TRUE
45770,Nicki Minaj,Whip It,"Hey, you, jump in this ride   It's real nice, and slippery inside   Rise, eyes, come get this pie, ride it style   Said it a minute ago, I did it a minute ago   I drop it, I pick it slow, I want it, I kick it though   Cause they know that I got that Gucci   Said I'm bad, but I could be a Gucci      Please my body, rock my body, roll, you make me go   Na na na na na me go   Please my body, heal my body roll, you make me go   Na na na na na me go, we gon'      Hey stranger over there   I'm really liking that way   You whip it whip it   Yeah, I want you everyday   You're so right, you're so tight   You got my world spinning   You got my world spinning   My head goes round and around, round and around   Now I'm thinking   If we could be, stranger what you say?   I'm really liking that way   You whip it whip it whip it whip it      Na na na na na me go   Na na na na na me go      Is that my cue? I'm looking for some brain to boost my IQ   I'm like 5'2, my SAT scores was high too   But I don't mean to brag I Louis Vuitton bag em   Hopped out the jag proceeded to sha shag em   Slim, trim, oh so light skin   So pe pe peter put the pipe in      Please my body, rock my body, roll, you make me go   Na na na na na me go   Please my body, heal my body roll, you make me go   Na na na na na me go, we gon'      Hey stranger over there   I'm really liking that way, you whip it whip it   Yeah, I want you everyday   You're so right, you're so tight   You got my world spinning   You got my world spinning   My head goes round and around, round and around   Now I'm thinking, if we could be, stranger what you say?   I'm really liking that way   You whip it whip it whip it whip it      Na na na na na me go, na na na na na me go   Na na na na na me go, na na na na na me go  ",TRUE
30477,Drake,Hype,"[Intro: Baka]   Man don't live of a di hype huh?   Real ting ay      [Verse 1: Drake]   Yeah, I pull up in Lexus' like it's '07   I just hit a lick, I got to hit a next one   Last year I know you learned your lesson   I could GPS you if you need addressin'   Boss up, I'm the bigger homie   But I'm one year older than my lil homie   '09 they was biddin' on me   But I'm Young Money, got it written on me   Ok now we got some action   Everything I said, it happened   That boy light as Michael Jackson   But off verses, he been blackin'   Chasin' women a distraction   They wan' be on TV right next to me   You cannot be here right next to me   Don't you see Riri right next to me?   I hate a rapper especially   They feel the same, but they hide it   They just discuss it in private   Don't get along man, we tried it   What's the point in even tryin'?   I hate a goofy especially   They always dyin' to mention me   They gotta die out eventually   I cannot give you the recipe   You know the game is sold separately   Swear I just had an epiphany   It cost me 50 at Tiffany's   Shout out to Tiffany, Stephanie   They used to always come check for me   My enemies wanna be friends with my other enemies   I don't let it get to me      [Hook: Drake]   Done   Look what I've done in my life   I had to count it and count it again   To make sure the money was right   They love to talk   Me, I'm just dunning the hype   Me, I'm just dunning the hype   Me I'm just done, done, done, done, done      [Verse 2: Drake]   I don't take this shit for granted   I do my own propaganda   I feel like Juelz Santana   Leg hangin' out the Phantom   6 cold like Alaska   Views already a classic   Roy outta here like NASA   Bustin' 1's out the plastic   Her gram too poppin' to fuck her   The chain too heavy to tuck it, I'm serious   I feed my family with this   So don't play with my money this summer, I'm serious   I don't run out of material   You shouldn't speak on me, period   You try to give 'em your side of the story   They heard it, but they wasn't hearin' it   They feeling a way and won't hide it   Niggas done being silent   Don't get along man, we tried it   What's the point of even tryin'?   I hate a goofy especially   They always dyin' to mention me   They gotta go, they gotta go   They gonna die out eventually   I cannot give 'em no empathy   I'ma have B's when I'm 70   They cannot fuck with the legacy   I don't know what else is left for me   After this no one a threat to me   My enemies wanna be friends with my other enemies   I don't let it get to me      [Hook: Drake]   Done   Look what I've done in my life   I had to count it and count it again   To make sure the money was right   They love to talk   Me, I'm just done in the hype   Me, I'm just done in the hype   Me I'm just done, done, done, done, done  ",TRUE
43068,Marilyn Manson,User Friendly,"Use me when you want to come   I've bled just to have your touch   When I'm in you I want to die      User friendly fucking dopestar obscene   Will you die when you're high   You'd never die just for me   She says,   ""I'm not in love, but I'm gonna fuck you   'til somebody better comes along.""      Use me like I was a whore   Relationships are such a bore   Delete the ones that you've fucked      User friendly fucking dopestar obscene   Will you die when you're high   You'd never die just for me   She says,   ""I'm not in love, but I'm gonna fuck you   'til somebody better comes along.""  ",TRUE
36960,Insane Clown Posse,Halloween On Military Street,"   (Chorus)   Fuck! Damnit! Another Halloween   People on Military know what this means   Houses on fire, they're blowin up cars   Creatures in the streets, and razor blades and candy bars   I went to trick-or-treat the first house on my block   Spit in my face and gave my a rock   I tried to give it back and said ""I'll take nothing instead""   Turned around and walked away and felt the rock peg me in the head   Walked to the next house directly next door   There I saw an old lady dead on the floor   I said ""Excuse me miss, but do you have a treat?""   She lifted her leg and scrapped flakes off her dead feet   I ran to the next house happy and giddy   And there I seen a fat woman holding up her titty   I said, ""Trick-or-treat."" she sad ""Treat-or-trick.""   And squeezed on her titty until it.....fuck it, that's too sick   Next house up was sittin back in the woods   I was a lil frightened but fuck I want the goods   I knocked on the door I heard a knock back   And then I heard ""COME ON IN"" and yo I'm like FUCK DAT   This house belongs to Mrs. Cherry Spoon   She said, Drop your drawers and your treat is coming soon   I quickly grew a stiffy, but kept my eyes shut   A hand came out the mail chute and flicked me in the nuts   I wobbled to the next house ready for the worst   And chillin in the drive was a long black hurst   I rang the door bell and said Is anybody home   Of course little biy have a sugar coated kidney stone   I walked throught the field, and to the next crib   Her friendliness could only be in her cooking bib   I said ""How bout some candy."" she said How bout instead,   A nice hot fresh home made loaf of yeast infection bread   My bag's gettin heavy so I rest on the curb   And riding on his bike her comes little Larry Shurb   I snuck up behind him and kicked him off his seat   I punched him in the neck, and power bombed him in the street   Now my bag of candy has doubled in size   Up to the next house for my scary prize   I'm like trick-or-treat, trick treat tricky dick   He opened up his door slapped my lips and didn't give me shit   Rock through his window and ran across the street   To the Dayton Mansion I'm in for a treat   I dinged on the dong, and here comes the butler   A big gumpy tall ass lurch lookin motherfucker   I said Hello Mr. is there somethin for my sack   He reached in his pocket but I think he hurt his back   It's taking him an hour, my bag is open ready   But then he finally dropped it in my sack, a fucking penny   The next house is abandonded so forget it   But wait a minute, I think somebody's livin in it   I ran up to the door ""Trick-or-treat, you can't hide""   It was a crackhead, he crawled in my bag and died   The next house is mine the last on the block   My mother's sitting on the porch shining up her glock   I climbed on the roof with my brother Jump Steady   And we yelled ""HAPPY HALLOWEEN AND CLOWN LOVE!"" to the whole city   (Chorus til fade)  ",TRUE
8129,Ice Cube,Who's The Mack?,"Straight gangsta mack   Straight gangsta mack   Straight gangsta mack   Straight gangsta mack   Who's the mack? is it some brother in a big hat   Thinking he can get any bitch with a good rap?   Rolling in a fucked up Lincoln   Leaning to the side So it looks like he's sinking   Into that leopard interior   This nigga thinks every girl's inferior   To his tongue get a dumb bitch sprung   As she's selling more butt   Don't even get a cut of the money   His name is Sonny   And he know the play   And hope to god that he don't find a runaway   That's looking to become a star   He'll have your ass in and out of every car   With every on and Rick, sucking every john's dick   Come short of the money, get your ass kicked   You don't like it but you still call him hunk   Last night the nigga put yo' ass in the trunk   You want to leave but Sonny started talking fast   And it make you want to go and sell more ass   He's getting rich, you his bitch and it's like that   Now ask yourself   Who's the mack?   Who's the mack?      It is that fool that want to pump the gas   Give you a sad story and you give him cash?   He starts macking and macking and you sucking   Quick to say I'm down on my luck   And you give a dollar or a quarter and he's on his way   Then you see his sorry ass the next day   Are you the one getting played like a sucker?   Or do you say, ""Get a job, motherfucker""?   Every day, the story gets better   He's wearing dirty pants and a funky-assed sweater   He claims he wants to get something to eat   But every day you find yourself getting beat   He gets your money and you run across the street don't look both ways   'cause he's in a daze   And almost get his ass hit for the crack   Now ask yourself   Who's the mack?   Who's the Mack?      Is it that nigga in that club asking   Have you ever been in a hot tub?   I know the game so I watch it unfold   When I see the boy pinned to your earlobe   He's talking shit and you crack a smile   When he tell you that he can go buck wild   For a girl like you and make it feel good   You know it's drama but it sound real good   He started dragging and hopefully he can start tagging   The pussy so he can keep bragging   He say, ""I'm 'a leave baby, can you go with me?""   The pussy so he can keep bragging   You want to do it but you feeling like a H-O-E   You grab his hand, you leave and it's over   'Cause the nigga ain't nothing but a rover   Ya knew the game and you still ended up on your back   Now ask yourself   Who's the Mack?   Macking is the game and everybody's playing   And as long as you believe what they saying   Consider the a M.A.C.K. and with no delay   They are gonna get all the play   But when it comes to me, save the drama for your momma   It's Ice Cube and you know that I'm a   Mack in my own right   When it comes to rhyme and rap   'cause all I do is kick facts   Unlike Iceberg Slimm   And all of them be claimin' be P.I.M.P.   No, I'm not going out that way   I'm just a straight up N I double G A   Next time you get over on a fool   And you did the shit like real smooth   Thank Ice Cube for giving up the facts   And ask yourself   Who's the Mack?   Straight gangsta Mack   Straight gangsta Mack   Straight gangsta Mack   Straight gangsta Mack  ",TRUE
56722,Wiz Khalifa,Cabana,"Up early, smokin' and plottin'   Looking at these lames being thankful I'm not them   This year couple million out the game   And you're wondering how I got them   I got it from going hard, I always stay on my job   Wanna get high you should come to my spot then   And smoke with some heavyweight niggas   Jets, Taylor Gang nigga losing's not a option   Now I'm always on the road   And everywhere I go people asking what I'm rocking   I tell em this is next year's fresh and this year's best   And some shit you niggas not in, so quit copyin'      Yeah man   You niggas got it confused, trying to do what the fuck we do   That's not the point   The point is for you to do you   It's a beautiful thing      I'm in the regal, you in a rut   Stuck, can't come up   Old, jealous niggas hatin' on us   Bitches is wishin' you'd shut the fuck up   I'm in the position, set my niggas up tough   What the fuck, just jump   Continents I promise it   I could go from bucks to billions in a minute   Made a split second decision   Executed with precision   I feel attention when I walk in the room   Old cuddly ass niggas go to hidin' they woman   Thinkin' I'mma walk up to 'em, but I don't do it   Baby girl know the big shit from the manure   I could help you shine like a jeweler   Candy paint make an old whip newer  ",TRUE
40151,Kid Rock,I'm Wrong But You Ain't Right,Breaking the silence   Is the hardest thing in life   Knowin' that you're wrong   Feelin' like you can't go on   I've been a victim   So many times   But I'm man enough to know when I'm wrong      With the fresh cut mullets   Back row in sight   Pass the packed bullet   I'm gonna rock all night      Up tight right wingers   Trying to say I'm what   But I'm a flight bound singer   Not givin' a fuck      Hard luck of the devil   With the grace of God   On a level of Oz   And it makes you nod      With the body of a sinner   Mind of a saint   I'm everything you love   Everything you hate      Hit a lot of curves   Hard roads and hills   Got nerves of steel   And watched time stand still      It took too long   But I stood my height   You can say I'm wrong      [Chorus]   But you ain't right   You ain't right   You ain't right   You ain't right   You ain't   Right   You ain't   Right   You ain't   Right   You ain't   right      You can save the environment   With all your wit   But can you save your children   From a world of bullshit   You look at me   With a loss for love   But if you took me out   Would your kid still do drugs   You want to point your finger in the unclear   You ought a point your finger at the mirror      You want to trip   Quit 'cause I'm a keep rippin'   You can bitch but the strippers gonna keep strippin'   I'm singing songs in the key of life   You can say I'm wrong      [Chorus]  ,TRUE
50563,Red Hot Chili Peppers,Stone Cold Bush,"She's stone cold bush yea   And baby that's alright   She's stone cold bush yea   And that's alright with me   Get up off your knees, come on walk with me   Tell me what you need to get along      A statue come to life   I cut you with my knife   Bleeding to the tune of dolly dagger   She's stone cold bush   Haight Street got nothing to show   Except the skirt on your ass   When you're livin' on the streets   You've got to let it roll   Get on with what you've got   Awe everybody knows that it's alright   You've got no secrets to tell   But when you smoke that rock and suck that cock      You do it oh so well   She's stone cold bush   She's got marble eyes   Sweet china doll her thighs   And animal in pain she starts to cry      Her pipes are open wide   She blows more than my mind   Echo sounds of soul   Time after time   She's stone cold bush  ",TRUE
